timestamp [s],position_lat [semicircles],position_long [semicircles],distance [m],enhanced_speed [m/s],enhanced_altitude [m],heart_rate [bpm]
1054050023,382888821,414838847.0,6272.45,2.911,1.0,126.0
1054050026,382887617,414838492.0,6284.0,4.199,1.0,124.0
1054050032,382884364,414837446.0,6315.35,4.992,1.3999999999999773,123.0
1054050041,382878852,414835979.0,6367.88,5.738,2.3999999999999773,124.0
1054050048,382874241,414834809.0,6411.73,6.326,2.800000000000012,127.0
1054050050,382872893,414834438.0,6424.61,6.373,2.800000000000012,128.0
1054050051,382872232,414834151.0,6431.11,6.382,2.800000000000012,128.0
1054050054,382870420,414832856.0,6450.83,6.457,2.800000000000012,129.0
1054050063,382864825,414828574.0,6512.91,6.849,3.3999999999999773,132.0
1054050065,382863569,414827613.0,6526.84,6.886,3.1999999999999886,135.0
1054050067,382862305,414826802.0,6540.22,6.886,3.1999999999999886,138.0
1054050070,382860214,414825872.0,6561.0,6.905,3.1999999999999886,140.0
1054050077,382855753,414824128.0,6604.69,6.401,3.1999999999999886,142.0
1054050081,382853188,414823447.0,6629.11,6.056,3.0,141.0
1054050083,382851903,414822992.0,6641.58,6.056,3.0,141.0
1054050092,382845706,414821933.0,6699.82,6.438,3.3999999999999773,138.0
1054050093,382845004,414821844.0,6706.37,6.438,3.6000000000000227,138.0
1054050095,382843591,414821593.0,6719.64,6.448,3.6000000000000227,137.0
1054050097,382842197,414821118.0,6733.13,6.485,3.6000000000000227,136.0
1054050103,382838078,414819534.0,6773.41,6.671,3.8000000000000114,139.0
1054050105,382836752,414819076.0,6786.26,6.653,4.0,140.0
1054050112,382831766,414818196.0,6833.15,6.522,4.399999999999977,142.0
1054050120,382826082,414816726.0,6887.27,6.83,4.0,141.0
1054050122,382824717,414816337.0,6900.32,6.643,4.0,140.0
1054050126,382821841,414816012.0,6927.18,6.615,4.0,142.0
1054050135,382815401,414815750.0,6987.07,6.69,4.0,139.0
1054050137,382813794,414815640.0,7002.03,6.718,4.0,136.0
1054050140,382811863,414815430.0,7020.05,5.72,4.199999999999989,133.0
1054050141,382811256,414815325.0,7025.75,5.72,4.199999999999989,133.0
1054050143,382810161,414814978.0,7036.29,6.149,4.199999999999989,133.0
1054050152,382804169,414812725.0,7094.77,6.28,3.1999999999999886,134.0
1054050157,382800607,414811543.0,7129.15,6.494,3.0,133.0
1054050159,382799129,414810889.0,7143.83,6.634,3.1999999999999886,132.0
1054050165,382794711,414808976.0,7187.6,7.175,3.6000000000000227,135.0
1054050167,382793263,414808416.0,7201.76,7.203,3.6000000000000227,136.0
1054050176,382787098,414806118.0,7261.87,6.755,3.1999999999999886,134.0
1054050177,382786438,414805985.0,7268.09,6.242,3.1999999999999886,133.0
1054050179,382785172,414806142.0,7279.92,6.541,3.1999999999999886,134.0
1054050182,382783432,414807127.0,7297.79,6.214,3.0,133.0
1054050183,382782783,414807259.0,7303.84,6.074,2.800000000000012,133.0
1054050184,382782154,414807234.0,7309.67,6.009,2.6000000000000227,133.0
1054050187,382780372,414806857.0,7326.52,5.85,2.6000000000000227,132.0
1054050188,382779688,414806589.0,7333.22,5.869,2.3999999999999773,133.0
1054050195,382775179,414804765.0,7377.54,6.177,3.0,135.0
1054050202,382770159,414802775.0,7426.79,6.531,4.600000000000023,135.0
1054050207,382766893,414801008.0,7460.21,6.587,5.600000000000023,134.0
1054050208,382766206,414800589.0,7467.39,6.587,5.800000000000011,134.0
1054050209,382765503,414800349.0,7474.19,6.587,5.800000000000011,134.0
1054050212,382763352,414799706.0,7494.81,6.168,6.399999999999977,135.0
1054050213,382762856,414799434.0,7499.9,5.365,6.600000000000023,135.0
1054050215,382761837,414799002.0,7509.95,5.104,6.800000000000011,136.0
1054050218,382760185,414798702.0,7525.47,5.533,7.199999999999989,136.0
1054050220,382758847,414798169.0,7538.65,5.533,7.199999999999989,137.0
1054050223,382757247,414797176.0,7555.44,5.757,7.600000000000023,138.0
1054050227,382754762,414796035.0,7580.25,6.037,8.0,137.0
1054050229,382753517,414795258.0,7593.31,6.037,8.0,137.0
1054050231,382752265,414794700.0,7605.75,6.084,7.800000000000011,137.0
1054050234,382750410,414793679.0,7624.79,6.177,7.600000000000023,138.0
1054050240,382746543,414792361.0,7662.3,6.252,8.0,136.0
1054050241,382745866,414792328.0,7668.52,6.252,8.0,136.0
1054050243,382744558,414792775.0,7681.13,6.242,7.800000000000011,137.0
1054050244,382743925,414792947.0,7687.15,6.205,7.600000000000023,137.0
1054050247,382742300,414793448.0,7702.68,4.628,6.800000000000011,135.0
1054050250,382740684,414793227.0,7717.86,5.132,6.199999999999989,134.0
1054050252,382739432,414792924.0,7729.73,5.748,6.199999999999989,134.0
1054050260,382734372,414790995.0,7779.17,6.028,6.600000000000023,134.0
1054050262,382733132,414790525.0,7791.28,6.028,6.600000000000023,137.0
1054050264,382731915,414790147.0,7802.97,6.028,6.600000000000023,140.0
1054050267,382730410,414789639.0,7817.53,4.74,6.600000000000023,142.0
1054050272,382728009,414788601.0,7841.31,4.787,6.399999999999977,139.0
1054050274,382726941,414788137.0,7851.88,4.787,6.399999999999977,138.0
1054050281,382722961,414786802.0,7890.36,5.346,8.0,136.0
1054050290,382717339,414785640.0,7943.45,5.776,10.0,135.0
1054050300,382710940,414784461.0,8003.68,6.065,9.399999999999975,137.0
1054050307,382706219,414783114.0,8048.83,6.42,8.600000000000023,136.0
1054050309,382704903,414782512.0,8061.96,6.531,8.399999999999977,135.0
1054050318,382698983.0,414779271.0,8122.71,6.849,7.800000000000011,133.0
1054050326,382692984.0,414776618.0,8182.31,7.25,7.600000000000023,132.0
1054050335,382686538.0,414774584.0,8244.37,6.83,6.199999999999989,131.0
1054050337,382685151.0,414774200.0,8257.61,6.765,5.800000000000011,131.0
1054050345,382679630.0,414772733.0,8310.2,6.615,5.0,130.0
1054050347,382678372.0,414772329.0,8322.32,6.448,4.800000000000011,130.0
1054050350,382676562.0,414771663.0,8339.95,6.037,4.0,127.0
1054050352,382675415.0,414771034.0,8351.7,5.962,3.8000000000000114,124.0
1054050353,382674818.0,414770779.0,8357.6,5.878,3.8000000000000114,123.0
1054050361,382670831.0,414768718.0,8398.11,4.423,4.399999999999977,123.0
1054050364,382669389.0,414768007.0,8412.65,4.665,4.800000000000011,120.0
1054050371,382665584.0,414766527.0,8449.85,4.992,5.399999999999977,121.0
1054050374,382663845.0,414765662.0,8467.38,5.393,6.199999999999989,124.0
1054050377,382662154.0,414764739.0,8484.68,5.486,7.399999999999977,125.0
1054050383,382658615.0,414763328.0,8519.4,5.944,8.199999999999989,128.0
1054050393,382652435.0,414760999.0,8579.75,5.962,6.800000000000011,129.0
1054050395,382651248.0,414760555.0,8591.32,5.888,6.800000000000011,130.0
1054050400,382648196.0,414759592.0,8620.67,5.86,6.600000000000023,129.0
1054050401,382647579.0,414759358.0,8626.69,5.878,6.399999999999977,129.0
1054050407,382643831.0,414758024.0,8663.11,6.018,5.0,129.0
1054050409,382642720.0,414757624.0,8673.89,6.018,4.800000000000011,129.0
1054050417,382637989.0,414755887.0,8719.98,5.766,5.199999999999989,131.0
1054050420,382636121.0,414755289.0,8737.95,5.701,5.800000000000011,130.0
1054050424,382633886.0,414754665.0,8759.26,5.533,6.399999999999977,129.0
1054050425,382633241.0,414754433.0,8765.53,5.505,6.600000000000023,129.0
1054050431,382630204.0,414753254.0,8795.26,5.085,7.199999999999989,125.0
1054050433,382629264.0,414752884.0,8804.47,5.02,7.199999999999989,124.0
1054050437,382627058.0,414752020.0,8826.09,5.02,7.399999999999977,124.0
1054050446,382622029.0,414750181.0,8875.04,5.542,8.800000000000011,126.0
1054050455,382616584.0,414748133.0,8928.16,5.72,8.800000000000011,123.0
1054050462,382612374.0,414746528.0,8969.28,5.785,9.399999999999975,123.0
1054050465,382610567.0,414745882.0,8986.86,5.794,9.600000000000025,126.0
1054050467,382609433.0,414745488.0,8997.85,5.794,9.800000000000011,126.0
1054050476,382604002.0,414743496.0,9050.74,5.72,10.600000000000025,129.0
1054050478,382602992.0,414743158.0,9060.49,5.617,10.800000000000011,129.0
1054050486,382598077.0,414741403.0,9108.22,5.72,9.399999999999975,130.0
1054050487,382597498.0,414741172.0,9113.89,5.738,9.199999999999989,130.0
1054050495,382592718.0,414739465.0,9160.33,5.748,7.199999999999989,129.0
1054050502,382588641.0,414738576.0,9198.89,5.561,6.399999999999977,130.0
1054050503,382588146.0,414738444.0,9203.6,5.561,6.399999999999977,129.0
1054050506,382586322.0,414737699.0,9221.55,5.57,6.0,132.0
1054050507,382585702.0,414737449.0,9227.64,5.598,6.0,132.0
1054050516,382580054.0,414735308.0,9282.83,6.028,4.600000000000023,135.0
1054050520,382577564.0,414734745.0,9306.41,5.841,4.199999999999989,132.0
1054050525,382574449.0,414734031.0,9335.9,5.841,3.8000000000000114,130.0
1054050535,382567984.0,414732266.0,9397.64,6.177,4.0,130.0
1054050536,382567424.0,414732049.0,9403.12,6.196,4.199999999999989,130.0
1054050546,382560846.0,414729335.0,9467.92,6.298,5.399999999999977,131.0
1054050547,382560380.0,414729144.0,9472.51,6.224,5.399999999999977,131.0
1054050551,382558122.0,414728219.0,9494.74,5.057,5.199999999999989,135.0
1054050554,382556718.0,414727768.0,9508.26,4.759,5.199999999999989,137.0
1054050559,382553812.0,414726524.0,9537.01,5.356,5.199999999999989,137.0
1054050567,382548705.0,414724520.0,9587.08,6.895,5.0,135.0
1054050569,382547186.0,414723977.0,9601.83,7.119,5.0,135.0
1054050572,382544957.0,414722800.0,9624.53,7.082,5.0,136.0
1054050579,382539523.0,414720805.0,9677.48,7.511,4.800000000000011,136.0
1054050581,382537985.0,414720195.0,9692.54,7.511,4.600000000000023,136.0
1054050584,382535742.0,414719324.0,9714.52,7.371,4.199999999999989,136.0
1054050592,382530096.0,414716854.0,9770.52,7.035,3.6000000000000227,133.0
1054050593,382529402.0,414716568.0,9777.35,7.026,3.6000000000000227,132.0
1054050598,382526175.0,414715118.0,9809.46,6.802,3.3999999999999773,131.0
1054050600,382524819.0,414714612.0,9822.68,6.643,3.3999999999999773,131.0
1054050609,382518436.0,414711981.0,9885.57,6.765,3.6000000000000227,133.0
1054050611,382517043.0,414711363.0,9899.42,6.783,3.8000000000000114,135.0
1054050616,382513974.0,414709232.0,9932.61,6.783,4.0,133.0
1054050618,382512894.0,414708567.0,9943.94,6.718,4.199999999999989,133.0
1054050620,382511459.0,414708144.0,9957.7,6.457,4.199999999999989,133.0
1054050625,382508078.0,414707261.0,9989.88,6.373,4.199999999999989,129.0
1054050627,382506662.0,414706683.0,10003.83,6.457,4.199999999999989,127.0
1054050636,382500787.0,414704458.0,10061.25,6.326,4.0,126.0
1054050637,382500143.0,414704383.0,10067.24,6.289,4.0,127.0
1054050639,382498988.0,414704658.0,10078.18,6.13,4.0,127.0
1054050640,382498373.0,414704873.0,10084.1,6.084,4.0,127.0
1054050642,382496992.0,414704773.0,10096.98,6.0,4.0,128.0
1054050644,382495941.0,414703941.0,10108.78,5.99,4.399999999999977,130.0
1054050645,382495504.0,414703418.0,10114.57,5.99,4.800000000000011,132.0
1054050649,382493891.0,414701358.0,10136.72,5.785,5.800000000000011,134.0
1054050651,382492994.0,414700580.0,10147.08,5.813,6.199999999999989,134.0
1054050652,382492372.0,414700078.0,10154.09,5.785,6.199999999999989,134.0
1054050654,382491378.0,414699559.0,10164.22,5.692,6.399999999999977,133.0
1054050655,382490638.0,414699606.0,10171.0,5.692,6.399999999999977,132.0
1054050662,382487047.0,414700927.0,10206.02,4.469,6.0,131.0
1054050664,382486180.0,414701452.0,10215.05,4.777,6.0,131.0
1054050667,382484604.0,414701843.0,10230.01,4.665,6.0,131.0
1054050671,382482670.0,414702031.0,10247.99,4.572,6.0,131.0
1054050674,382481519.0,414701914.0,10258.74,3.424,6.0,130.0
1054050678,382480859.0,414702063.0,10264.95,1.194,6.0,131.0
1054050683,382480586.0,414702053.0,10267.61,1.549,5.800000000000011,131.0
1054050688,382479908.0,414702821.0,10276.89,1.53,5.600000000000023,130.0
1054050693,382479753.0,414704782.0,10292.57,3.592,5.600000000000023,129.0
1054050695,382479575.0,414705707.0,10299.93,3.62,5.399999999999977,130.0
1054050696,382479234.0,414705935.0,10303.51,3.434,5.199999999999989,128.0
1054050697,382478806.0,414705966.0,10307.34,3.592,5.199999999999989,128.0
1054050699,382477907.0,414705659.0,10316.04,4.927,5.199999999999989,128.0
1054050706,382473790.0,414704512.0,10355.44,5.197,4.600000000000023,128.0
1054050709,382472087.0,414704261.0,10371.38,5.542,4.399999999999977,126.0
1054050713,382469374.0,414704144.0,10396.61,5.636,3.8000000000000114,128.0
1054050716,382467392.0,414703820.0,10415.21,5.934,3.1999999999999886,124.0
1054050718,382466153.0,414703640.0,10426.71,5.934,3.0,126.0
1054050719,382465595.0,414703847.0,10432.09,5.934,3.0,124.0
1054050720,382465166.0,414704282.0,10437.32,5.318,3.0,124.0
1054050722,382464981.0,414705619.0,10448.1,5.318,3.0,123.0
1054050728,382465549.0,414709989.0,10483.07,5.524,3.3999999999999773,123.0
1054050734,382466308.0,414714341.0,10518.22,5.598,4.0,127.0
1054050737,382466691.0,414716365.0,10534.6,5.654,4.0,126.0
1054050741,382466982.0,414719045.0,10555.97,5.02,4.399999999999977,126.0
1054050743,382467165.0,414720311.0,10566.12,4.637,4.800000000000011,125.0
1054050747,382467580.0,414722600.0,10584.62,5.011,6.0,125.0
1054050749,382467648.0,414723807.0,10594.2,5.011,6.800000000000011,126.0
1054050752,382467785.0,414725982.0,10611.46,5.225,7.399999999999977,128.0
1054050754,382467606.0,414727357.0,10622.48,5.253,7.399999999999977,130.0
1054050756,382467325.0,414728735.0,10633.69,5.486,7.600000000000023,130.0
1054050758,382467387.0,414730202.0,10645.3,5.57,7.399999999999977,131.0
1054050760,382467713.0,414731631.0,10657.01,5.664,7.199999999999989,134.0
1054050761,382467885.0,414732335.0,10662.79,5.664,7.0,137.0
1054050763,382468385.0,414733616.0,10673.94,5.785,6.600000000000023,140.0
1054050764,382468717.0,414734442.0,10681.18,5.878,6.399999999999977,142.0
1054050766,382469294.0,414735783.0,10693.06,5.888,6.0,145.0
1054050774,382471441.0,414741341.0,10741.36,5.944,4.399999999999977,142.0
1054050776,382471996.0,414742729.0,10753.49,5.944,4.199999999999989,139.0
1054050778,382472566.0,414743974.0,10764.58,5.832,4.0,138.0
1054050780,382473041.0,414745155.0,10774.91,5.794,3.8000000000000114,137.0
1054050786,382474760.0,414749210.0,10810.76,5.794,2.0,137.0
1054050793,382476773.0,414754082.0,10853.62,5.916,0.8000000000000114,138.0
1054050802,382479698.0,414759866.0,10906.94,5.813,1.6000000000000227,139.0
1054050807,382481556.0,414762914.0,10936.58,5.776,1.8000000000000114,142.0
1054050810,382482727.0,414764736.0,10954.65,5.776,1.8000000000000114,141.0
1054050812,382483507.0,414765935.0,10966.59,5.841,1.8000000000000114,142.0
1054050815,382484714.0,414767776.0,10984.97,5.916,2.0,141.0
1054050824,382488480.0,414773035.0,11039.34,5.822,3.6000000000000227,140.0
1054050832,382491572.0,414777890.0,11087.4,5.925,5.0,140.0
1054050841,382494979.0,414783451.0,11141.65,5.953,7.0,139.0
1054050848,382497286.0,414788044.0,11183.87,6.037,8.600000000000023,137.0
1054050853,382498716.0,414791387.0,11213.46,5.86,9.600000000000025,140.0
1054050854,382498958.0,414792060.0,11219.23,5.832,9.800000000000011,140.0
1054050859,382499847.0,414795531.0,11248.02,5.757,10.800000000000011,144.0
1054050860,382499918.0,414796094.0,11252.52,5.757,11.0,144.0
1054050861,382500022.0,414796745.0,11257.76,5.561,11.199999999999989,146.0
1054050864,382500412.0,414798671.0,11273.44,5.281,11.800000000000011,149.0
1054050868,382500836.0,414801477.0,11295.99,5.309,12.200000000000044,152.0
1054050869,382500916.0,414802016.0,11300.33,5.309,12.200000000000044,152.0
1054050873,382501262.0,414804740.0,11322.13,5.393,12.600000000000025,155.0
1054050880,382501758.0,414809515.0,11360.24,4.88,12.799999999999956,156.0
1054050885,382502091.0,414812096.0,11380.94,4.535,12.200000000000044,156.0
1054050890,382502292.0,414814152.0,11397.34,2.846,12.200000000000044,154.0
1054050892,382502513.0,414815536.0,11408.36,5.104,12.200000000000044,153.0
1054050894,382502626.0,414816731.0,11417.88,5.291,12.399999999999975,154.0
1054050896,382502866.0,414818075.0,11428.76,5.645,12.399999999999975,153.0
1054050898,382503112.0,414819662.0,11441.55,6.308,13.0,152.0
1054050901,382503147.0,414821947.0,11459.62,5.645,14.399999999999975,151.0
1054050903,382503043.0,414823101.0,11468.66,5.626,15.0,149.0
1054050904,382503176.0,414823894.0,11475.02,5.626,15.399999999999975,149.0
1054050908,382503683.0,414825934.0,11491.64,3.21,16.399999999999977,149.0
1054050911,382503686.0,414826604.0,11496.93,1.493,16.600000000000023,145.0
1054050912,382503686.0,414826604.0,11496.93,0.0,16.600000000000023,144.0
1054050921,382503745.0,414826665.0,11498.34,0.0,15.600000000000025,142.0
1054050925,382503856.0,414827862.0,11507.87,2.687,15.600000000000025,141.0
1054050930,382503838.0,414830350.0,11527.51,4.768,15.799999999999956,140.0
1054050936,382504193.0,414834323.0,11559.13,5.039,16.0,139.0
1054050944,382504576.0,414839701.0,11601.81,5.384,16.0,137.0
1054050951,382505754.0,414844428.0,11640.7,5.281,15.799999999999956,140.0
1054050952,382505918.0,414845006.0,11645.52,4.917,15.799999999999956,141.0
1054050956,382506696.0,414847321.0,11665.22,4.871,15.600000000000025,144.0
1054050960,382507672.0,414849506.0,11684.79,4.843,15.399999999999975,145.0
1054050964,382508004.0,414851392.0,11700.71,3.639,15.600000000000025,146.0
1054050968,382506438.0,414852140.0,11716.54,3.919,16.200000000000045,144.0
1054050973,382503455.0,414852883.0,11744.87,4.572,16.200000000000045,142.0
1054050974,382503068.0,414853055.0,11748.71,4.983,16.200000000000045,142.0
1054050977,382501602.0,414853622.0,11763.05,5.16,17.200000000000045,141.0
1054050979,382500284.0,414853917.0,11775.4,4.572,18.799999999999955,140.0
1054050982,382499016.0,414854410.0,11787.55,4.18,22.0,140.0
1054050984,382498637.0,414854995.0,11793.37,2.659,23.799999999999955,140.0
1054050985,382498588.0,414855231.0,11794.99,2.137,24.799999999999955,140.0
1054050987,382498598.0,414855263.0,11795.27,0.0,26.200000000000045,139.0
1054050996,382498598.0,414855263.0,11795.27,0.0,28.0,136.0
1054050997,382498598.0,414855263.0,11795.27,0.0,28.0,137.0
1054051001,382498598.0,414855263.0,11795.27,0.0,28.0,134.0
1054051005,382498598.0,414855263.0,11795.27,0.0,28.0,131.0
1054051006,382498598.0,414855263.0,11795.27,0.0,28.0,128.0
1054051007,382498598.0,414855263.0,11795.27,0.0,28.0,124.0
1054051009,382498598.0,414855263.0,11795.27,0.0,28.0,120.0
1054051015,382498598.0,414855263.0,11795.27,0.0,28.0,117.0
1054051018,382498469.0,414855135.0,11796.38,1.269,28.0,117.0
1054051019,382498263.0,414855086.0,11798.25,1.344,28.0,117.0
1054051023,382497432.0,414854283.0,11808.15,1.558,28.0,117.0
1054051024,382497382.0,414854134.0,11809.41,1.465,27.799999999999955,117.0
1054051025,382497292.0,414854028.0,11810.55,1.502,27.600000000000023,118.0
1054051028,382496587.0,414853949.0,11817.07,1.866,26.799999999999955,117.0
1054051034,382494939.0,414853507.0,11832.75,2.995,25.600000000000023,118.0
1054051037,382493785.0,414853044.0,11844.02,3.658,25.399999999999977,118.0
1054051038,382493409.0,414853016.0,11847.5,3.434,25.399999999999977,118.0
1054051041,382492181.0,414852947.0,11858.88,3.368,25.600000000000023,118.0
1054051043,382491361.0,414852669.0,11866.53,3.378,26.0,118.0
1054051047,382489533.0,414852137.0,11884.05,4.432,26.600000000000023,118.0
1054051054,382486292.0,414851242.0,11914.99,4.292,27.200000000000045,119.0
1054051059,382484267.0,414850722.0,11934.24,3.686,27.0,119.0
1054051063,382482401.0,414850181.0,11952.08,4.665,25.799999999999955,122.0
1054051065,382481284.0,414849860.0,11962.72,4.665,24.799999999999955,122.0
1054051067,382480299.0,414849438.0,11972.31,4.647,24.0,123.0
1054051070,382478694.0,414849244.0,11987.3,4.413,23.200000000000045,124.0
1054051072,382477903.0,414849123.0,11994.65,3.648,23.0,124.0
1054051073,382477801.0,414848768.0,11997.43,2.855,23.0,124.0
1054051075,382477958.0,414847501.0,12007.6,4.516,22.799999999999955,124.0
1054051076,382478124.0,414846903.0,12012.57,4.413,22.799999999999955,125.0
1054051081,382478408.0,414844670.0,12030.39,3.303,21.600000000000023,126.0
1054051084,382478627.0,414844076.0,12035.55,1.754,21.200000000000045,126.0
1054051085,382478675.0,414843856.0,12037.35,1.736,21.200000000000045,126.0
1054051087,382478779.0,414843501.0,12040.27,1.661,21.399999999999977,126.0
1054051089,382478630.0,414843366.0,12041.8,0.0,21.799999999999955,126.0
1054051095,382478667.0,414843412.0,12042.22,0.588,23.0,128.0
1054051100,382478676.0,414843460.0,12042.61,0.0,23.399999999999977,131.0
1054051105,382478783.0,414843419.0,12043.66,0.0,23.799999999999955,133.0
1054051110,382478968.0,414843361.0,12045.93,0.765,24.200000000000045,132.0
1054051114,382479131.0,414843742.0,12049.31,1.064,25.0,131.0
1054051115,382479152.0,414843903.0,12050.5,0.765,25.399999999999977,130.0
1054051116,382479176.0,414844111.0,12052.12,1.064,25.600000000000023,130.0
1054051121,382479211.0,414844506.0,12055.24,0.616,27.0,129.0
1054051126,382479184.0,414844417.0,12055.94,0.532,27.399999999999977,129.0
1054051132,382479374.0,414844427.0,12057.68,0.606,27.799999999999955,131.0
1054051137,382479388.0,414844481.0,12058.63,0.709,28.200000000000045,129.0
1054051139,382479417.0,414844372.0,12059.53,0.746,28.399999999999977,126.0
1054051141,382479495.0,414844132.0,12061.56,0.746,28.600000000000023,123.0
1054051143,382479611.0,414843625.0,12065.69,1.344,29.0,123.0
1054051145,382480181.0,414842442.0,12076.36,5.365,29.399999999999977,122.0
1054051149,382480549.0,414841339.0,12085.73,1.008,29.799999999999955,119.0
1054051150,382480504.0,414841696.0,12085.73,1.008,29.799999999999955,120.0
1054051157,382480399.0,414842577.0,12091.04,1.54,29.799999999999955,121.0
1054051159,382479876.0,414842610.0,12095.37,1.54,29.799999999999955,122.0
1054051160,382479914.0,414842600.0,12095.72,1.54,29.799999999999955,122.0
1054051162,382479749.0,414843188.0,12095.8,2.174,29.799999999999955,122.0
1054051163,382479693.0,414843586.0,12097.69,2.174,29.799999999999955,121.0
1054051166,382479124.0,414845145.0,12110.46,1.54,29.0,120.0
1054051168,382479495.0,414845802.0,12115.88,1.54,28.0,119.0
1054051170,382479122.0,414845719.0,12117.2,1.064,27.0,120.0
1054051173,382479122.0,414845719.0,12117.2,0.0,23.200000000000045,123.0
1054051175,382477914.0,414845794.0,12128.5,1.157,21.399999999999977,125.0
1054051176,382477915.0,414845793.0,12128.5,0.83,20.799999999999955,126.0
1054051185,382477786.0,414845869.0,12131.48,0.728,19.399999999999977,126.0
1054051191,382477717.0,414846007.0,12133.29,1.045,20.399999999999977,125.0
1054051196,382477577.0,414846095.0,12134.74,2.454,22.0,126.0
1054051198,382477431.0,414846164.0,12137.24,2.454,22.200000000000045,126.0
1054051199,382477425.0,414846169.0,12137.24,0.989,22.200000000000045,126.0
1054051203,382477509.0,414846126.0,12138.8,0.774,22.200000000000045,125.0
1054051207,382477841.0,414845510.0,12144.01,2.118,22.0,124.0
1054051208,382477791.0,414845505.0,12144.48,2.118,22.200000000000045,122.0
1054051210,382477869.0,414845513.0,12144.48,0.84,22.399999999999977,118.0
1054051213,382477869.0,414845513.0,12144.48,0.737,22.799999999999955,116.0
1054051215,382477791.0,414845115.0,12147.68,1.12,23.0,115.0
1054051217,382477674.0,414844975.0,12149.58,1.12,23.200000000000045,115.0
1054051218,382477654.0,414845181.0,12151.19,1.12,23.200000000000045,114.0
1054051226,382477953.0,414847413.0,12171.53,0.737,22.600000000000023,113.0
1054051229,382477785.0,414846331.0,12178.3,1.092,22.399999999999977,111.0
1054051231,382477849.0,414845918.0,12181.5,1.092,22.399999999999977,112.0
1054051238,382477906.0,414845702.0,12181.5,0.709,22.0,113.0
1054051243,382478078.0,414845489.0,12182.41,0.634,22.399999999999977,116.0
1054051246,382478238.0,414845031.0,12186.15,0.7,23.0,116.0
1054051251,382478503.0,414844497.0,12190.88,0.802,24.399999999999977,117.0
1054051256,382478844.0,414844357.0,12193.23,0.728,25.600000000000023,120.0
1054051259,382478787.0,414844166.0,12194.53,1.064,26.0,121.0
1054051264,382478616.0,414844387.0,12196.06,0.737,27.200000000000045,120.0
1054051273,382478105.0,414844913.0,12202.08,1.213,29.200000000000045,119.0
1054051275,382478120.0,414844893.0,12202.65,1.213,29.200000000000045,120.0
1054051278,382478097.0,414844942.0,12203.49,0.625,29.200000000000045,117.0
1054051282,382478165.0,414844832.0,12205.39,0.467,29.399999999999977,117.0
1054051288,382478045.0,414844785.0,12208.13,0.952,29.799999999999955,116.0
1054051290,382478038.0,414844842.0,12208.45,1.204,30.0,113.0
1054051293,382477823.0,414845438.0,12212.31,1.913,30.399999999999977,111.0
1054051297,382477727.0,414845310.0,12213.64,0.681,30.399999999999977,111.0
1054051300,382477417.0,414845789.0,12214.7,1.036,30.200000000000045,111.0
1054051302,382477402.0,414845937.0,12215.82,1.036,30.0,111.0
1054051304,382477305.0,414846082.0,12217.04,2.146,29.600000000000023,111.0
1054051305,382477366.0,414845959.0,12218.16,2.146,29.600000000000023,111.0
1054051308,382477410.0,414845969.0,12218.58,0.625,29.200000000000045,110.0
1054051315,382477236.0,414846177.0,12218.59,0.588,28.799999999999955,107.0
1054051319,382477268.0,414846214.0,12218.96,0.849,28.600000000000023,107.0
1054051321,382477306.0,414846242.0,12219.21,1.194,28.600000000000023,107.0
1054051323,382477310.0,414846245.0,12219.36,1.194,28.600000000000023,109.0
1054051329,382477071.0,414846087.0,12221.11,0.952,28.399999999999977,106.0
1054051331,382477016.0,414846100.0,12221.63,0.439,28.399999999999977,109.0
1054051333,382477466.0,414846727.0,12227.13,3.462,28.399999999999977,111.0
1054051334,382477545.0,414847189.0,12230.85,3.462,28.399999999999977,111.0
1054051335,382477610.0,414847417.0,12231.96,2.417,28.399999999999977,112.0
1054051336,382477592.0,414847235.0,12232.9,2.417,28.399999999999977,112.0
1054051337,382477551.0,414847232.0,12233.23,0.952,28.399999999999977,115.0
1054051339,382477397.0,414847195.0,12234.48,1.129,28.399999999999977,114.0
1054051340,382477335.0,414847196.0,12235.06,0.718,28.600000000000023,113.0
1054051341,382477356.0,414847309.0,12235.95,1.129,28.600000000000023,114.0
1054051345,382477357.0,414847394.0,12236.63,0.0,28.399999999999977,115.0
1054051351,382477433.0,414847227.0,12238.4,2.155,28.399999999999977,113.0
1054051356,382477342.0,414846811.0,12240.44,1.381,28.799999999999955,113.0
1054051359,382477414.0,414846630.0,12241.76,1.381,29.200000000000045,116.0
1054051360,382477499.0,414846481.0,12243.17,1.344,29.399999999999977,115.0
1054051361,382477638.0,414846326.0,12244.52,1.344,29.600000000000023,115.0
1054051363,382477614.0,414846272.0,12245.1,1.204,30.0,114.0
1054051364,382477557.0,414846320.0,12245.75,1.204,30.200000000000045,115.0
1054051368,382477531.0,414846325.0,12246.24,1.549,31.0,115.0
1054051369,382477587.0,414846294.0,12246.81,1.166,31.0,115.0
1054051370,382477668.0,414846058.0,12248.8,1.204,31.200000000000045,115.0
1054051372,382477539.0,414846054.0,12249.59,1.166,31.399999999999977,115.0
1054051376,382477515.0,414846104.0,12250.04,0.485,31.600000000000023,117.0
1054051380,382477071.0,414846804.0,12256.62,2.034,31.799999999999955,117.0
1054051381,382477066.0,414846887.0,12257.17,2.034,32.0,116.0
1054051383,382477039.0,414847097.0,12258.79,1.661,32.200000000000045,117.0
