timestamp [s],position_lat [semicircles],position_long [semicircles],distance [m],enhanced_speed [m/s],enhanced_altitude [m],cycle_length16 [m],heart_rate [bpm],cadence [rpm],fractional_cadence [rpm]
1049873291,382708889,414783127.0,3804.72,3.238,16.799999999999955,0.0,176.0,82.0,0.5
1049873294,382709984,414783344.0,3815.04,3.247,17.399999999999977,0.0,177.0,82.0,0.5
1049873301,382712456,414783651.0,3838.14,3.275,17.799999999999955,0.0,178.0,81.0,0.5
1049873303,382712998,414783644.0,3843.17,3.275,17.799999999999955,0.0,178.0,82.0,0.5
1049873309,382715280,414783640.0,3864.38,3.368,18.399999999999977,0.0,178.0,83.0,0.5
1049873310,382715618,414783697.0,3867.55,3.368,18.399999999999977,0.0,178.0,83.0,0.0
1049873316,382717764,414783979.0,3887.7,3.34,19.200000000000045,0.0,176.0,82.0,0.5
1049873319,382718924,414784119.0,3898.54,3.331,19.399999999999977,0.0,176.0,82.0,0.5
1049873325,382721045,414784692.0,3918.8,3.368,19.200000000000045,0.0,177.0,82.0,0.5
1049873329,382722423,414785134.0,3932.08,3.396,18.799999999999955,0.0,176.0,84.0,0.5
1049873335,382724477,414785986.0,3952.19,3.406,18.600000000000023,0.0,176.0,82.0,0.5
1049873337,382725134,414786312.0,3958.8,3.406,19.0,0.0,176.0,83.0,0.5
1049873343,382727184,414787134.0,3978.96,3.415,19.799999999999955,0.0,176.0,83.0,0.0
1049873346,382728126,414787584.0,3988.41,3.415,20.0,0.0,176.0,83.0,0.5
1049873350,382729398,414788259.0,4001.38,3.396,20.399999999999977,0.0,177.0,82.0,0.5
1049873356,382731325,414789063.0,4020.39,3.387,21.399999999999977,0.0,178.0,84.0,0.0
1049873362,382733443,414789831.0,4041.01,3.378,20.0,0.0,177.0,83.0,0.5
1049873365,382734517,414790198.0,4051.41,3.378,19.399999999999977,0.0,176.0,82.0,0.5
1049873372,382736865,414790724.0,4073.64,3.378,19.600000000000023,0.0,176.0,83.0,0.5
1049873376,382738348,414790676.0,4087.44,3.368,19.799999999999955,0.0,176.0,83.0,0.5
1049873383,382740746,414791236.0,4110.19,3.368,21.200000000000045,0.0,177.0,82.0,0.5
1049873384,382741074,414791304.0,4113.28,3.368,21.200000000000045,0.0,177.0,82.0,0.5
1049873390,382743368,414791745.0,4134.89,3.368,21.200000000000045,0.0,178.0,82.0,0.5
1049873391,382743663,414791798.0,4137.66,3.368,21.200000000000045,0.0,178.0,82.0,0.5
1049873397,382745797,414792112.0,4157.72,3.378,20.200000000000045,0.0,176.0,83.0,0.5
1049873399,382746630,414791848.0,4165.61,3.387,20.0,0.0,176.0,83.0,0.5
1049873404,382748049,414791793.0,4179.07,3.387,20.0,0.0,175.0,83.0,0.5
1049873411,382750253,414792835.0,4201.16,3.312,19.799999999999955,0.0,173.0,83.0,0.0
1049873412,382750570,414792994.0,4204.36,3.284,19.600000000000023,0.0,173.0,83.0,0.5
1049873419,382752868,414794116.0,4227.54,3.182,19.399999999999977,0.0,173.0,83.0,0.0
1049873426,382755155,414795241.0,4250.59,3.256,18.200000000000045,0.0,173.0,81.0,0.5
1049873427,382755492,414795370.0,4253.89,3.256,18.200000000000045,0.0,173.0,82.0,0.5
1049873434,382757605,414796591.0,4275.82,3.266,17.200000000000045,0.0,174.0,81.0,0.5
1049873437,382758525,414797176.0,4285.54,3.266,16.799999999999955,0.0,175.0,83.0,0.5
1049873444,382760746,414798163.0,4307.67,3.219,16.200000000000045,0.0,175.0,82.0,0.5
1049873445,382761053,414798266.0,4310.63,3.219,16.200000000000045,0.0,175.0,82.0,0.5
1049873451,382762841,414798783.0,4327.97,3.191,16.399999999999977,0.0,175.0,81.0,0.5
1049873457,382764842,414799876.0,4348.5,3.172,16.600000000000023,0.0,175.0,81.0,0.5
1049873463,382766983,414801006.0,4370.48,3.191,16.399999999999977,0.0,176.0,83.0,0.5
1049873470,382768928,414802713.0,4393.16,3.219,15.399999999999975,0.0,175.0,83.0,0.5
1049873471,382769237,414802891.0,4396.36,3.219,15.200000000000044,0.0,175.0,81.0,0.5
1049873479,382771581,414803577.0,4418.76,3.2,15.200000000000044,0.0,173.0,81.0,0.5
1049873486,382773789,414804361.0,4440.36,3.163,17.200000000000045,0.0,173.0,81.0,0.5
1049873492,382775972,414805535.0,4462.75,3.135,18.200000000000045,0.0,174.0,81.0,0.5
1049873495,382776954,414805924.0,4472.38,3.144,18.600000000000023,0.0,174.0,81.0,0.5
1049873502,382779165,414806853.0,4494.25,3.154,19.799999999999955,0.0,175.0,83.0,0.5
1049873509,382781442,414807569.0,4516.12,3.172,19.600000000000023,0.0,174.0,84.0,0.5
1049873515,382783544,414807166.0,4535.27,3.172,20.0,0.0,173.0,84.0,0.5
1049873521,382785641,414806612.0,4555.39,3.172,21.799999999999955,0.0,173.0,84.0,0.0
1049873523,382786324,414806322.0,4562.15,3.172,22.0,0.0,173.0,84.0,0.5
1049873529,382788425,414806334.0,4581.69,3.191,22.0,0.0,175.0,83.0,0.5
1049873535,382790573,414806799.0,4602.15,3.21,21.399999999999977,0.0,175.0,83.0,0.0
1049873536,382790913,414806906.0,4605.43,3.219,21.399999999999977,0.0,176.0,83.0,0.5
1049873542,382792956,414807725.0,4625.48,3.219,20.399999999999977,0.0,176.0,82.0,0.5
1049873546,382794238,414808137.0,4637.84,3.219,20.200000000000045,0.0,176.0,83.0,0.5
1049873553,382796683,414808858.0,4661.25,3.219,21.200000000000045,0.0,175.0,84.0,0.5
1049873555,382797259,414809066.0,4666.85,3.219,21.200000000000045,0.0,174.0,83.0,0.5
1049873562,382799644,414809920.0,4690.01,3.219,19.399999999999977,0.0,173.0,84.0,0.5
1049873567,382801306,414810675.0,4706.56,3.228,18.399999999999977,0.0,173.0,84.0,0.0
1049873573,382803268,414811712.0,4726.61,3.247,17.200000000000045,0.0,173.0,83.0,0.0
1049873576,382804289,414812047.0,4736.47,3.256,16.399999999999977,0.0,173.0,85.0,0.0
1049873583,382806447,414812561.0,4756.95,3.266,16.200000000000045,0.0,174.0,83.0,0.5
1049873590,382808663,414813491.0,4778.82,3.247,16.799999999999955,0.0,173.0,83.0,0.0
1049873596,382810888,414814558.0,4801.14,3.238,20.399999999999977,0.0,174.0,84.0,0.5
1049873598,382811533,414814773.0,4807.37,3.238,19.200000000000045,0.0,175.0,83.0,0.5
1049873604,382813624,414815591.0,4827.88,3.238,15.799999999999956,0.0,176.0,82.0,0.5
1049873605,382813946,414815782.0,4831.22,3.238,15.399999999999975,0.0,176.0,82.0,0.5
1049873611,382816065,414816353.0,4851.72,3.247,14.399999999999975,0.0,176.0,83.0,0.5
1049873612,382816368,414816361.0,4854.54,3.247,14.200000000000044,0.0,176.0,83.0,0.5
1049873618,382818580,414816295.0,4875.11,3.275,13.600000000000025,0.0,176.0,83.0,0.5
1049873622,382820037,414816403.0,4888.69,3.275,14.0,0.0,176.0,83.0,0.5
1049873629,382822416,414816586.0,4910.85,3.284,15.799999999999956,0.0,178.0,82.0,0.5
1049873633,382823758,414816605.0,4923.36,3.294,16.0,0.0,178.0,82.0,0.5
1049873639,382825976,414816931.0,4944.17,3.294,15.600000000000025,0.0,177.0,82.0,0.5
1049873642,382826865,414817228.0,4952.76,3.294,15.399999999999975,0.0,176.0,81.0,0.5
1049873649,382829268,414817939.0,4975.87,3.284,14.799999999999956,0.0,175.0,82.0,0.5
1049873651,382829954,414818080.0,4982.34,3.284,14.399999999999975,0.0,175.0,82.0,0.5
1049873657,382832005,414818632.0,5001.9,3.294,14.0,0.0,175.0,82.0,0.5
1049873661,382833385,414818841.0,5014.83,3.294,13.799999999999956,0.0,176.0,82.0,0.5
1049873667,382835527,414819205.0,5034.97,3.294,13.399999999999975,0.0,177.0,83.0,0.0
1049873670,382836550,414819364.0,5044.56,3.303,13.0,0.0,178.0,83.0,0.5
1049873677,382838984,414820103.0,5067.93,3.312,13.600000000000025,0.0,177.0,83.0,0.5
1049873679,382839674,414820371.0,5074.68,3.322,14.0,0.0,177.0,82.0,0.5
1049873685,382841742,414821255.0,5095.17,3.331,14.799999999999956,0.0,178.0,83.0,0.5
1049873686,382842012,414821336.0,5097.75,3.331,15.0,0.0,178.0,83.0,0.5
1049873688,382842675,414821521.0,5104.09,3.331,14.799999999999956,0.0,178.0,82.0,0.5
1049873694,382844802,414821924.0,5124.31,3.34,14.200000000000044,0.0,179.0,82.0,0.5
1049873695,382845186,414821901.0,5127.89,3.34,13.799999999999956,0.0,179.0,82.0,0.5
1049873702,382847589,414821971.0,5150.3,3.34,13.600000000000025,0.0,179.0,84.0,0.5
1049873704,382848232,414822226.0,5156.61,3.34,14.0,0.0,178.0,82.0,0.5
1049873709,382849825,414822243.0,5171.7,3.331,14.799999999999956,0.0,178.0,83.0,0.5
1049873714,382851480,414822724.0,5187.62,3.303,16.799999999999955,0.0,177.0,83.0,0.5
1049873721,382853872,414823517.0,5210.74,3.294,18.0,0.0,176.0,82.0,0.5
1049873724,382854914,414823766.0,5220.62,3.294,18.200000000000045,0.0,176.0,83.0,0.5
1049873731,382857193,414824539.0,5242.73,3.294,19.200000000000045,0.0,177.0,83.0,0.5
1049873738,382859564,414825401.0,5265.82,3.284,19.799999999999955,0.0,178.0,83.0,0.5
1049873741,382860533,414825866.0,5275.54,3.284,19.600000000000023,0.0,178.0,82.0,0.5
1049873748,382862651,414826896.0,5296.86,3.275,18.200000000000045,0.0,177.0,83.0,0.5
1049873751,382863573,414827350.0,5306.13,3.266,18.0,0.0,176.0,82.0,0.5
1049873758,382865582,414828748.0,5327.83,3.238,18.200000000000045,0.0,176.0,82.0,0.5
1049873761,382866398,414829376.0,5336.89,3.219,18.200000000000045,0.0,176.0,83.0,0.5
1049873768,382868409,414830893.0,5359.12,3.2,17.600000000000023,0.0,175.0,83.0,0.5
1049873769,382868704,414831137.0,5362.47,3.191,17.600000000000023,0.0,175.0,83.0,0.5
1049873776,382870787,414832672.0,5385.38,3.182,17.399999999999977,0.0,175.0,83.0,0.5
1049873783,382872923,414834065.0,5408.15,3.172,16.799999999999955,0.0,176.0,84.0,0.0
1049873784,382873288,414834229.0,5411.78,3.172,16.799999999999955,0.0,176.0,84.0,0.0
1049873791,382875669,414834951.0,5434.68,3.191,15.799999999999956,0.0,178.0,83.0,0.5
1049873798,382877999,414835528.0,5456.83,3.191,16.200000000000045,0.0,178.0,83.0,0.0
1049873801,382879017,414835767.0,5466.48,3.191,16.600000000000023,0.0,178.0,84.0,0.5
1049873808,382881403,414836528.0,5489.46,3.191,16.799999999999955,0.0,178.0,83.0,0.5
1049873811,382882307,414836816.0,5498.17,3.182,17.0,0.0,178.0,82.0,0.5
1049873817,382884495,414837161.0,5518.69,3.191,17.600000000000023,0.0,177.0,84.0,0.5
1049873818,382884759,414837253.0,5521.25,3.191,17.600000000000023,0.0,177.0,83.0,0.5
1049873825,382887113,414838089.0,5544.11,3.2,17.0,0.0,177.0,83.0,0.5
1049873827,382887845,414838270.0,5551.06,3.2,16.399999999999977,0.0,177.0,82.0,0.5
1049873833,382889847,414838994.0,5570.54,3.219,15.0,0.0,178.0,83.0,0.5
1049873840,382891841,414839992.0,5590.71,3.219,14.399999999999975,0.0,178.0,84.0,0.5
1049873842,382892552,414840107.0,5597.37,3.21,14.799999999999956,0.0,178.0,82.0,0.5
1049873849,382894916,414840236.0,5619.73,3.172,17.799999999999955,0.0,178.0,82.0,0.5
1049873850,382895276,414840152.0,5623.14,3.172,18.200000000000045,0.0,178.0,82.0,0.5
1049873855,382897028,414840446.0,5639.97,3.182,19.0,0.0,178.0,83.0,0.5
1049873856,382897264,414840746.0,5643.2,3.182,19.0,0.0,178.0,83.0,0.5
1049873863,382898914,414842850.0,5665.97,3.2,18.600000000000023,0.0,178.0,82.0,0.5
1049873870,382900715,414844825.0,5688.86,3.191,17.600000000000023,0.0,178.0,82.0,0.5
1049873872,382901205,414845369.0,5695.13,3.2,17.399999999999977,0.0,178.0,82.0,0.5
1049873879,382902870,414847350.0,5717.17,3.191,17.600000000000023,0.0,176.0,82.0,0.5
1049873880,382903095,414847634.0,5720.24,3.191,17.600000000000023,0.0,176.0,82.0,0.5
1049873887,382904950,414849468.0,5742.86,3.182,17.799999999999955,0.0,176.0,83.0,0.5
1049873889,382905605,414849702.0,5749.22,3.182,17.799999999999955,0.0,176.0,83.0,0.5
1049873895,382907669,414849510.0,5769.09,3.2,17.399999999999977,0.0,177.0,84.0,0.5
1049873897,382908129,414848950.0,5775.32,3.21,17.200000000000045,0.0,177.0,82.0,0.5
1049873900,382908582,414847739.0,5785.77,3.21,17.200000000000045,0.0,178.0,83.0,0.5
1049873902,382908957,414847057.0,5792.23,3.219,17.200000000000045,0.0,178.0,83.0,0.5
1049873904,382909551,414846688.0,5798.53,3.219,17.200000000000045,0.0,178.0,83.0,0.5
1049873909,382911275,414846832.0,5814.63,3.219,17.399999999999977,0.0,178.0,82.0,0.5
1049873916,382913751,414847204.0,5837.87,3.219,17.799999999999955,0.0,179.0,82.0,0.5
1049873917,382914101,414847294.0,5841.2,3.219,17.799999999999955,0.0,179.0,82.0,0.5
1049873923,382916279,414847778.0,5861.81,3.238,17.600000000000023,0.0,181.0,82.0,0.5
1049873928,382917986,414848301.0,5878.2,3.238,16.799999999999955,0.0,181.0,81.0,0.5
1049873935,382920362,414849076.0,5901.13,3.256,15.600000000000025,0.0,181.0,82.0,0.5
1049873937,382921067,414849278.0,5907.88,3.256,15.200000000000044,0.0,181.0,82.0,0.5
1049873944,382923469,414850032.0,5930.99,3.256,14.799999999999956,0.0,179.0,82.0,0.5
1049873945,382923803,414850163.0,5934.27,3.266,14.799999999999956,0.0,179.0,82.0,0.5
1049873952,382926199,414850685.0,5956.94,3.275,14.799999999999956,0.0,178.0,82.0,0.5
1049873953,382926512,414850804.0,5959.99,3.275,14.799999999999956,0.0,178.0,82.0,0.5
1049873960,382928745,414851868.0,5982.42,3.266,15.0,0.0,178.0,82.0,0.5
1049873962,382929138,414851668.0,5986.53,3.266,14.799999999999956,0.0,178.0,82.0,0.5
1049873965,382928778,414851014.0,5993.21,3.228,14.600000000000025,0.0,177.0,81.0,0.5
1049873968,382927721,414850848.0,6003.13,3.126,14.600000000000025,0.0,176.0,81.0,0.5
1049873970,382926980,414850715.0,6010.09,3.088,14.399999999999975,0.0,176.0,82.0,0.5
1049873976,382924851,414850253.0,6030.2,3.116,14.600000000000025,0.0,176.0,82.0,0.5
1049873980,382923421,414850004.0,6043.63,3.144,14.799999999999956,0.0,177.0,82.0,0.5
1049873986,382921332,414849370.0,6063.68,3.172,14.200000000000044,0.0,177.0,84.0,0.5
1049873992,382919235,414848989.0,6083.39,3.182,13.799999999999956,0.0,178.0,83.0,0.0
1049873999,382916924,414848360.0,6105.48,3.228,12.799999999999956,0.0,179.0,83.0,0.0
1049874002,382915904,414848070.0,6115.24,3.228,12.399999999999975,0.0,179.0,84.0,0.5
1049874009,382913477,414847498.0,6138.29,3.21,12.0,0.0,180.0,83.0,0.5
1049874012,382912400,414847512.0,6148.31,3.21,11.800000000000011,0.0,180.0,83.0,0.5
1049874019,382910012,414847110.0,6170.74,3.21,11.0,0.0,179.0,83.0,0.5
1049874020,382909724,414847105.0,6173.43,3.21,10.800000000000011,0.0,179.0,83.0,0.5
1049874025,382908233,414847619.0,6188.33,3.21,9.800000000000011,0.0,180.0,85.0,0.5
1049874026,382908090,414847992.0,6191.57,3.21,9.600000000000025,0.0,179.0,85.0,0.5
1049874028,382907685,414848709.0,6198.51,3.21,9.199999999999989,0.0,179.0,83.0,0.0
1049874030,382907066,414849324.0,6206.09,3.21,9.199999999999989,0.0,179.0,83.0,0.5
1049874036,382904920,414849826.0,6226.79,3.266,11.199999999999989,0.0,179.0,83.0,0.5
1049874042,382903132,414848524.0,6246.8,3.284,12.0,0.0,178.0,83.0,0.5
1049874049,382901447,414846317.0,6270.25,3.284,12.600000000000025,0.0,178.0,82.0,0.5
1049874051,382900943,414845715.0,6276.93,3.284,12.0,0.0,178.0,82.0,0.5
1049874057,382899290,414844036.0,6297.27,3.294,11.199999999999989,0.0,178.0,83.0,0.5
1049874062,382897958,414842725.0,6313.46,3.294,11.0,0.0,179.0,82.0,0.5
1049874068,382896721,414840890.0,6332.11,3.284,11.0,0.0,180.0,82.0,0.5
1049874072,382895513,414840294.0,6344.58,3.275,11.0,0.0,180.0,84.0,0.5
1049874078,382893409,414840386.0,6364.19,3.266,11.199999999999989,0.0,180.0,85.0,0.5
1049874084,382891331,414840100.0,6383.8,3.275,12.200000000000044,0.0,181.0,83.0,0.5
1049874090,382889278,414839318.0,6404.37,3.284,13.799999999999956,0.0,181.0,83.0,0.5
1049874097,382886970,414838395.0,6427.07,3.303,13.600000000000025,0.0,181.0,82.0,0.5
1049874098,382886645,414838268.0,6430.25,3.303,13.399999999999975,0.0,181.0,82.0,0.5
1049874105,382884329,414837324.0,6453.04,3.294,13.0,0.0,181.0,83.0,0.5
1049874108,382883284,414836949.0,6463.19,3.294,13.600000000000025,0.0,181.0,83.0,0.5
1049874115,382880922,414836270.0,6485.8,3.294,15.0,0.0,181.0,83.0,0.5
1049874117,382880263,414836122.0,6492.03,3.294,15.0,0.0,181.0,83.0,0.5
1049874123,382878127,414835670.0,6512.22,3.294,15.200000000000044,0.0,181.0,83.0,0.5
1049874128,382876425,414835281.0,6528.32,3.303,15.200000000000044,0.0,181.0,83.0,0.5
1049874135,382873987,414834739.0,6551.37,3.312,14.399999999999975,0.0,181.0,83.0,0.0
1049874138,382872941,414834522.0,6561.24,3.312,14.399999999999975,0.0,181.0,84.0,0.5
1049874144,382870930,414833521.0,6581.62,3.322,14.0,0.0,182.0,85.0,0.0
1049874146,382870350,414833066.0,6588.06,3.331,13.799999999999956,0.0,182.0,84.0,0.5
1049874153,382868096,414831852.0,6611.13,3.34,13.0,0.0,182.0,84.0,0.5
1049874160,382866009,414830265.0,6634.19,3.35,12.0,0.0,182.0,83.0,0.5
1049874167,382864012,414828570.0,6657.01,3.34,10.800000000000011,0.0,182.0,83.0,0.5
1049874169,382863403,414828189.0,6663.4,3.34,10.800000000000011,0.0,182.0,83.0,0.5
1049874176,382861188,414827009.0,6686.0,3.331,9.800000000000011,0.0,182.0,83.0,0.0
1049874177,382860872,414826814.0,6689.3,3.331,9.800000000000011,0.0,182.0,83.0,0.0
1049874184,382858646,414825624.0,6712.03,3.331,11.199999999999989,0.0,182.0,82.0,0.5
1049874189,382857033,414824910.0,6728.05,3.331,13.0,0.0,181.0,83.0,0.5
1049874196,382854766,414824080.0,6750.13,3.331,14.600000000000025,0.0,181.0,82.0,0.5
1049874198,382854122,414823898.0,6756.28,3.322,14.799999999999956,0.0,180.0,82.0,0.5
1049874205,382851814,414823179.0,6778.48,3.312,14.799999999999956,0.0,179.0,83.0,0.0
1049874207,382851131,414823016.0,6784.97,3.303,14.600000000000025,0.0,180.0,84.0,0.5
1049874214,382848799,414822550.0,6806.98,3.284,14.399999999999975,0.0,179.0,83.0,0.5
1049874217,382847819,414822230.0,6816.43,3.284,14.399999999999975,0.0,179.0,83.0,0.5
1049874224,382845459,414821935.0,6838.69,3.266,16.0,0.0,179.0,83.0,0.5
1049874225,382845097,414821990.0,6842.08,3.266,16.0,0.0,179.0,83.0,0.0
1049874232,382842687,414821569.0,6864.97,3.256,15.0,0.0,179.0,83.0,0.0
1049874239,382840355,414820727.0,6887.7,3.256,14.600000000000025,0.0,179.0,83.0,0.5
1049874240,382840049,414820543.0,6890.89,3.256,14.600000000000025,0.0,179.0,83.0,0.5
1049874247,382837779,414819488.0,6913.62,3.256,14.399999999999975,0.0,181.0,83.0,0.0
1049874250,382836771,414819242.0,6923.2,3.256,14.0,0.0,181.0,84.0,0.5
1049874257,382834382,414818660.0,6945.9,3.256,13.600000000000025,0.0,181.0,84.0,0.5
1049874260,382833348,414818560.0,6955.55,3.256,13.600000000000025,0.0,181.0,83.0,0.0
1049874267,382830867,414818591.0,6978.68,3.256,14.399999999999975,0.0,181.0,85.0,0.5
1049874268,382830512,414818551.0,6981.98,3.256,14.799999999999956,0.0,181.0,85.0,0.5
1049874274,382828459,414818014.0,7001.57,3.247,16.799999999999955,0.0,181.0,83.0,0.5
1049874276,382827748,414817827.0,7008.33,3.247,17.0,0.0,181.0,83.0,0.5
1049874282,382825606,414817286.0,7028.7,3.247,16.600000000000023,0.0,182.0,84.0,0.5
1049874285,382824569,414817179.0,7038.39,3.256,16.799999999999955,0.0,182.0,83.0,0.0
1049874292,382822158,414816834.0,7060.95,3.266,15.399999999999975,0.0,182.0,84.0,0.5
1049874294,382821465,414816814.0,7067.4,3.266,14.799999999999956,0.0,182.0,84.0,0.0
1049874301,382818990,414816612.0,7090.45,3.266,15.0,0.0,182.0,84.0,0.0
1049874302,382818642,414816599.0,7093.7,3.266,15.200000000000044,0.0,182.0,84.0,0.0
1049874309,382816159,414816381.0,7116.88,3.256,15.600000000000025,0.0,182.0,83.0,0.5
1049874311,382815482,414816313.0,7123.19,3.256,16.0,0.0,182.0,85.0,0.0
1049874318,382813069,414816060.0,7146.06,3.256,17.399999999999977,0.0,181.0,84.0,0.0
1049874319,382812743,414815873.0,7149.44,3.256,17.600000000000023,0.0,180.0,84.0,0.0
1049874325,382810608,414815039.0,7170.36,3.256,19.200000000000045,0.0,180.0,84.0,0.0
1049874326,382810304,414814862.0,7173.49,3.256,19.799999999999955,0.0,180.0,84.0,0.0
1049874332,382808165,414814325.0,7193.83,3.266,23.399999999999977,0.0,180.0,84.0,0.0
1049874338,382806013,414814013.0,7214.12,3.275,25.399999999999977,0.0,181.0,84.0,0.5
1049874339,382805590,414813946.0,7218.07,3.275,25.600000000000023,0.0,181.0,84.0,0.5
1049874345,382803586,414813038.0,7238.05,3.275,26.600000000000023,0.0,182.0,85.0,0.5
1049874350,382801514,414811879.0,7259.36,3.294,27.399999999999977,0.0,182.0,84.0,0.0
1049874353,382800369,414811180.0,7271.38,3.322,27.399999999999977,0.0,182.0,85.0,0.5
1049874361,382798117,414810449.0,7293.92,3.387,26.600000000000023,0.0,181.0,84.0,0.5
1049874362,382797900,414810237.0,7296.53,3.387,26.600000000000023,0.0,181.0,84.0,0.5
1049874369,382795955,414809375.0,7315.93,3.294,25.200000000000045,0.0,181.0,85.0,0.5
1049874376,382793548,414808831.0,7338.75,3.256,23.200000000000045,0.0,180.0,84.0,0.5
1049874377,382793223,414808732.0,7341.87,3.256,22.600000000000023,0.0,180.0,84.0,0.5
1049874384,382790888,414807801.0,7364.8,3.284,20.200000000000045,0.0,179.0,85.0,0.5
1049874388,382789470,414807518.0,7378.25,3.294,20.0,0.0,179.0,84.0,0.0
1049874394,382787558,414807496.0,7396.07,3.247,21.600000000000023,0.0,179.0,84.0,0.0
1049874401,382785087,414807929.0,7419.36,3.238,20.799999999999955,0.0,181.0,83.0,0.0
1049874404,382783996,414808301.0,7429.93,3.238,19.200000000000045,0.0,181.0,84.0,0.5
1049874410,382781872,414808642.0,7450.07,3.256,15.799999999999956,0.0,181.0,85.0,0.0
1049874416,382779690,414808009.0,7470.89,3.256,17.399999999999977,0.0,181.0,84.0,0.0
1049874419,382778688,414807612.0,7480.68,3.247,18.200000000000045,0.0,181.0,83.0,0.5
1049874425,382776609,414806718.0,7501.21,3.219,21.0,0.0,181.0,83.0,0.0
1049874427,382775822,414806394.0,7508.94,3.219,21.600000000000023,0.0,182.0,84.0,0.0
1049874433,382773687,414805549.0,7529.89,3.228,23.600000000000023,0.0,182.0,83.0,0.5
1049874434,382773340,414805460.0,7533.19,3.228,23.799999999999955,0.0,182.0,84.0,0.5
1049874440,382771353,414804430.0,7553.31,3.247,24.600000000000023,0.0,181.0,84.0,0.0
1049874444,382769939,414803945.0,7567.06,3.247,24.799999999999955,0.0,181.0,83.0,0.5
1049874451,382767592,414803039.0,7590.02,3.256,26.600000000000023,0.0,181.0,83.0,0.5
1049874453,382766965,414802858.0,7596.03,3.256,27.799999999999955,0.0,180.0,83.0,0.0
1049874459,382764924,414801907.0,7616.34,3.266,29.600000000000023,0.0,179.0,83.0,0.5
1049874461,382764242,414801781.0,7622.77,3.266,30.0,0.0,179.0,83.0,0.0
1049874467,382762399,414800294.0,7643.55,3.294,30.399999999999977,0.0,178.0,83.0,0.0
1049874474,382760357,414798884.0,7665.63,3.331,30.0,0.0,179.0,83.0,0.5
1049874481,382758305,414797920.0,7686.2,3.303,28.0,0.0,182.0,83.0,0.5
1049874483,382757744,414797516.0,7692.31,3.294,27.799999999999955,0.0,182.0,82.0,0.5
1049874490,382755541,414796200.0,7715.29,3.247,28.399999999999977,0.0,183.0,82.0,0.5
1049874491,382755224,414796046.0,7718.48,3.247,28.399999999999977,0.0,182.0,83.0,0.0
1049874497,382753195,414795035.0,7739.01,3.238,27.600000000000023,0.0,182.0,83.0,0.0
1049874501,382751948,414794229.0,7752.24,3.238,26.799999999999955,0.0,182.0,84.0,0.5
1049874507,382749862,414793449.0,7772.58,3.256,27.0,0.0,182.0,83.0,0.5
1049874509,382749237,414793231.0,7778.63,3.256,27.0,0.0,182.0,83.0,0.5
1049874516,382746911,414792516.0,7801.01,3.275,27.200000000000045,0.0,182.0,83.0,0.5
1049874521,382745263,414792217.0,7816.58,3.275,26.200000000000045,0.0,182.0,83.0,0.0
1049874528,382742964,414792302.0,7837.79,3.266,24.200000000000045,0.0,181.0,82.0,0.5
1049874530,382742285,414792385.0,7844.13,3.256,23.600000000000023,0.0,181.0,83.0,0.5
1049874537,382740024,414791976.0,7865.51,3.247,21.600000000000023,0.0,181.0,84.0,0.0
1049874544,382737569,414791396.0,7888.82,3.238,19.399999999999977,0.0,182.0,82.0,0.5
1049874545,382737176,414791263.0,7892.61,3.238,19.200000000000045,0.0,182.0,83.0,0.5
1049874552,382734766,414790858.0,7915.34,3.256,18.799999999999955,0.0,183.0,82.0,0.5
1049874553,382734379,414790688.0,7919.16,3.256,18.799999999999955,0.0,183.0,84.0,0.5
1049874560,382732052,414789742.0,7942.05,3.247,19.399999999999977,0.0,183.0,83.0,0.5
1049874564,382730711,414789422.0,7954.75,3.247,19.799999999999955,0.0,182.0,81.0,0.5
1049874571,382728427,414788548.0,7977.13,3.238,19.399999999999977,0.0,182.0,83.0,0.0
1049874574,382727404,414788257.0,7986.89,3.238,18.600000000000023,0.0,182.0,83.0,0.5
1049874578,382726043,414787698.0,8000.29,3.228,18.0,140.0,181.0,82.0,0.5
1049874585,382723639,414787236.0,8022.87,3.238,17.799999999999955,0.0,181.0,83.0,0.0
1049874592,382721302,414786494.0,8045.39,3.228,17.799999999999955,0.0,181.0,83.0,0.5
1049874595,382720278,414786194.0,8055.17,3.228,18.399999999999977,0.0,181.0,82.0,0.5
1049874601,382718193,414785560.0,8075.19,3.238,20.799999999999955,0.0,182.0,81.0,0.5
1049874606,382716467,414785252.0,8091.46,3.247,24.799999999999955,0.0,182.0,83.0,0.5
1049874613,382714055,414785027.0,8114.05,3.256,28.799999999999955,0.0,183.0,84.0,0.5
1049874614,382713743,414784965.0,8116.99,3.266,29.0,0.0,184.0,83.0,0.5
1049874621,382711415,414784642.0,8138.76,3.247,27.0,0.0,184.0,83.0,0.5
1049874622,382711084,414784590.0,8141.85,3.247,26.600000000000023,0.0,184.0,82.0,0.5
1049874629,382708680,414783998.0,8164.66,3.238,22.799999999999955,0.0,184.0,82.0,0.5
1049874632,382707684,414783701.0,8174.18,3.238,21.799999999999955,0.0,184.0,81.0,0.5
1049874639,382705481,414782401.0,8197.21,3.238,17.600000000000023,0.0,184.0,82.0,0.5
1049874646,382703222,414781370.0,8219.86,3.228,15.600000000000025,0.0,184.0,83.0,0.0
1049874647,382702899,414781217.0,8223.08,3.228,15.600000000000025,0.0,184.0,83.0,0.5
1049874653,382700905,414780173.0,8243.41,3.228,16.200000000000045,0.0,184.0,82.0,0.5
